id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SSX2B	12	0.44783	0.55825	0.955971	11026	3	0.39894	0.0057445	0.012227	0.203939	1133	5	0.39894
SLC27A4	12	0.44786	0.55825	0.955971	11027	2	-0.10413	0.82352	0.87917	1.0	16096	2	-0.10413
PHLDB1	12	0.44798	0.55825	0.955971	11028	3	0.058473	0.76974	0.84071	1.0	15402	1	0.058473
MKRN2OS	12	0.44819	0.55893	0.956418	11029	2	0.29113	0.0041321	0.0092255	0.18006	969	6	0.29113
ANKRD23	12	0.44823	0.55893	0.956418	11030	3	0.0036638	0.63612	0.77567	1.0	14054	1	0.0036638
THPO	12	0.44833	0.55893	0.956418	11031	3	-0.060344	0.84147	0.89344	1.0	16368	1	-0.060344
ITPRIP	12	0.44841	0.55893	0.956418	11032	3	0.038822	0.066976	0.14277	0.655844	4108	4	0.038822
ARMCX5	12	0.44841	0.55893	0.956418	11033	2	0.09005	0.05083	0.10082	0.545459	3484	4	0.09005
ADRM1	12	0.44864	0.55957	0.956418	11034	3	-0.011589	0.3058	0.47926	0.980088	9214	4	-0.011589
GDPGP1	12	0.44867	0.55957	0.956418	11035	1	0.35491	0.02574	0.04699	0.357819	2472	6	0.35491
ATAD2	12	0.44874	0.55957	0.956418	11036	3	-0.15832	0.16876	0.30421	0.846031	6768	3	-0.15832
ZBTB7C	12	0.44878	0.55957	0.956418	11037	2	0.14756	0.1234	0.22819	0.769721	5595	4	0.14756
EXOSC3	12	0.44883	0.55957	0.956418	11038	2	-0.095218	0.058002	0.11808	0.588279	3789	5	-0.095218
DNAJB5	12	0.44883	0.55957	0.956418	11039	2	0.3168	0.040793	0.075216	0.458218	3100	6	0.3168
CASP1	12	0.4489	0.56023	0.956418	11040	3	0.057229	0.69436	0.80164	1.0	14567	2	0.057229
AMPD1	12	0.44909	0.56089	0.956418	11041	3	0.088709	0.24338	0.39145	0.911955	8108	2	0.088709
TULP2	12	0.44915	0.56089	0.956418	11042	2	-0.10801	0.28682	0.45151	0.961057	8855	3	-0.10801
ZNF248	12	0.4492	0.56089	0.956418	11043	3	-0.079378	0.50372	0.6521	1.0	12157	1	-0.079378
ATPAF2	12	0.4492	0.56089	0.956418	11044	3	0.01237	0.13131	0.24184	0.789767	5779	2	0.01237
IL12RB2	12	0.44924	0.56089	0.956418	11045	1	-0.092976	0.35593	0.54649	1.0	10185	3	-0.092976
AGO1	12	0.44939	0.56089	0.956418	11046	3	-0.15929	0.81273	0.87104	1.0	15945	2	-0.15929
RBM42	12	0.44941	0.56089	0.956418	11047	3	0.1549	0.5465	0.69013	1.0	12758	3	0.1549
TRMT61A	12	0.44945	0.56089	0.956418	11048	2	0.0023908	0.81546	0.87285	1.0	15985	2	0.0023908
SAMD14	12	0.44952	0.56089	0.956418	11049	3	-0.11705	0.14661	0.27182	0.829833	6185	3	-0.11705
GNA14	12	0.44952	0.56089	0.956418	11050	3	0.037834	0.29742	0.46666	0.97236	9053	4	0.037834
LIPM	12	0.44958	0.56089	0.956418	11051	2	-0.093555	0.84192	0.89344	1.0	16371	2	-0.093555
PRUNE2	12	0.44985	0.56089	0.956418	11052	1	0.14868	0.15776	0.29136	0.846031	6464	5	0.14868
BOLA1	12	0.44989	0.56089	0.956418	11053	3	0.31529	0.084284	0.17123	0.701802	4592	5	0.31529
OR2J3	12	0.44996	0.56089	0.956418	11054	3	-0.18057	0.43194	0.59842	1.0	11245	3	-0.18057
APOA2	12	0.45016	0.56089	0.956418	11055	3	-0.2945	0.30133	0.4727	0.976933	9125	4	-0.2945
MCRS1	12	0.45028	0.56089	0.956418	11056	3	-7.9818e-05	0.56518	0.70706	1.0	13019	2	-7.9818e-05
CA13	12	0.45033	0.56089	0.956418	11057	3	-0.085143	0.5169	0.66225	1.0	12343	3	-0.085143
KRTAP13-3	12	0.4504	0.56089	0.956418	11058	2	0.19217	0.02039	0.039707	0.340792	2192	4	0.19217
ZDHHC17	12	0.45045	0.56089	0.956418	11059	2	0.051316	0.14766	0.27652	0.835181	6216	2	0.051316
SYNCRIP	12	0.45048	0.56089	0.956418	11060	3	0.021158	0.85151	0.90213	1.0	16525	2	0.021158
CLEC11A	12	0.45048	0.56089	0.956418	11061	3	-0.19985	0.8632	0.90807	1.0	16637	1	-0.19985
KLF16	12	0.45048	0.56089	0.956418	11062	3	-0.21483	0.79404	0.85683	1.0	15711	1	-0.21483
TRMT10C	12	0.45048	0.56089	0.956418	11063	3	0.017584	0.45323	0.61485	1.0	11531	2	0.017584
CCDC51	12	0.45054	0.56089	0.956418	11064	1	0.034929	0.12322	0.22788	0.769721	5588	2	0.034929
CYP24A1	12	0.4506	0.56089	0.956418	11065	2	0.053281	0.50139	0.65167	1.0	12117	3	0.053281
RELN	12	0.45063	0.56089	0.956418	11066	2	-0.00086772	0.55319	0.69578	1.0	12850	2	-0.00086772
PLEKHG5	12	0.45081	0.56089	0.956418	11067	3	-0.18923	0.5708	0.70968	1.0	13116	1	-0.18923
DUSP22	12	0.45081	0.56089	0.956418	11068	3	-0.10872	0.73541	0.82302	1.0	14992	1	-0.10872
PIRT	12	0.45083	0.56089	0.956418	11069	2	0.0039292	0.24627	0.39717	0.916335	8163	3	0.0039292
UQCR11	12	0.45091	0.56089	0.956418	11070	3	-0.24058	0.47192	0.62809	1.0	11756	3	-0.24058
WNT4	12	0.45103	0.56089	0.956418	11071	1	0.26803	0.023207	0.044543	0.356471	2335	6	0.26803
ATXN7	12	0.45104	0.56089	0.956418	11072	3	-0.12506	0.49576	0.64616	1.0	12063	3	-0.12506
ADGRL2	12	0.45104	0.56089	0.956418	11073	3	-0.22596	0.95961	0.95415	1.0	17616	1	-0.22596
IL6R	12	0.45125	0.56222	0.958392	11074	2	0.044214	0.0079791	0.017167	0.241632	1342	4	0.044214
VHLL	10	0.45125	0.56225	0.958392	11075	1	0.29809	0.024256	0.045588	0.357743	2394	5	0.29809
ATG13	12	0.45138	0.56222	0.958392	11076	3	0.0045407	0.54125	0.68515	1.0	12688	3	0.0045407
CCDC185	12	0.45152	0.56289	0.959394	11077	2	-0.02863	0.089752	0.17992	0.72066	4711	2	-0.02863
KLHL8	12	0.45154	0.56353	0.960226	11078	2	0.073792	0.13018	0.24029	0.787686	5751	4	0.073792
ZASP	12	0.45164	0.56353	0.960226	11079	3	-0.13357	0.93396	0.93766	1.0	17238	1	-0.13357
AMIGO2	12	0.45165	0.56484	0.960905	11080	3	-0.02109	0.012934	0.027876	0.303444	1723	4	-0.02109
CIC	12	0.45168	0.56484	0.960905	11081	2	0.26715	0.14052	0.2562	0.803679	6016	4	0.26715
RYR3	12	0.45172	0.56484	0.960905	11082	3	0.055994	0.40843	0.58951	1.0	10931	3	0.055994
LOC283357	12	0.45187	0.56484	0.960905	11083	2	-0.073311	0.80257	0.86465	1.0	15825	2	-0.073311
DIP2A	12	0.4519	0.56484	0.960905	11084	1	0.12022	0.050626	0.099706	0.541926	3478	5	0.12022
ANKRD22	12	0.45195	0.56484	0.960905	11085	3	0.0776	0.51502	0.66017	1.0	12316	2	0.0776
RAB20	12	0.45196	0.56484	0.960905	11086	3	0.056598	0.37109	0.56011	1.0	10490	4	0.056598
ACAD9	12	0.45196	0.56484	0.960905	11087	2	0.018137	0.27688	0.43693	0.949758	8685	4	0.018137
DECR1	12	0.452	0.56484	0.960905	11088	2	0.10628	0.35658	0.54691	1.0	10201	4	0.10628
ZNF286A	12	0.45202	0.56484	0.960905	11089	2	-0.012153	0.33156	0.51604	0.994469	9710	4	-0.012153
TNFAIP8L2	10	0.45204	0.56339	0.960173	11090	2	0.14509	0.018897	0.035692	0.325586	2104	2	0.14509
ACTR10	12	0.4521	0.56484	0.960905	11091	3	0.19395	0.37452	0.56569	1.0	10550	3	0.19395
TOP2B	12	0.4521	0.56484	0.960905	11092	3	-0.016164	0.32254	0.49839	0.985903	9524	4	-0.016164
C18orf8	12	0.45218	0.56484	0.960905	11093	2	-0.12561	0.57026	0.70927	1.0	13106	3	-0.12561
ESYT1	12	0.45228	0.56484	0.960905	11094	2	0.34376	0.029295	0.051158	0.367174	2626	6	0.34376
FAM26F	12	0.45232	0.56484	0.960905	11095	2	0.14909	0.57834	0.71617	1.0	13216	3	0.14909
CYP4V2	12	0.45232	0.56484	0.960905	11096	3	-0.031982	0.33141	0.51545	0.994469	9707	3	-0.031982
NOL4L	12	0.45244	0.5655	0.961948	11097	2	0.46121	0.0001129	0.0002011	0.017957	212	9	0.46121
ATP6V0D1	12	0.45246	0.56621	0.962192	11098	2	0.10223	0.33963	0.52221	0.994469	9888	3	0.10223
TMC6	12	0.45246	0.56621	0.962192	11099	3	0.25671	0.036966	0.067938	0.435981	2940	6	0.25671
RPL38	12	0.45253	0.56621	0.962192	11100	1	0.034895	0.94267	0.94151	1.0	17351	1	0.034895
ERI3	12	0.45278	0.56621	0.962192	11101	3	0.23687	0.12205	0.226	0.767142	5560	5	0.23687
YDJC	12	0.45285	0.56621	0.962192	11102	1	0.61777	0.0005262	0.0011603	0.056816	380	7	0.61777
RPS6KB1	12	0.45299	0.56621	0.962192	11103	2	0.15536	0.1232	0.22788	0.769721	5587	5	0.15536
ACADSB	4	0.45299	0.44005	0.901571	11104	1	-0.29575	0.89057	0.88714	1.0	16846	0	-0.29575
EPPK1	12	0.45302	0.56621	0.962192	11105	2	0.0090156	0.010114	0.021167	0.262243	1522	3	0.0090156
SMPX	12	0.45328	0.5668	0.962192	11106	3	0.17475	0.11427	0.21689	0.762507	5344	5	0.17475
SNRNP70	12	0.45329	0.5674	0.962192	11107	3	0.06788	0.1873	0.32529	0.85489	7166	3	0.06788
FAM96B	12	0.4534	0.5674	0.962192	11108	2	-0.15501	0.72464	0.81667	1.0	14892	2	-0.15501
T	12	0.45341	0.5674	0.962192	11109	2	0.20105	0.13166	0.24478	0.793482	5787	5	0.20105
IFNA8	12	0.45361	0.5681	0.962192	11110	1	0.23443	0.08823	0.1778	0.716759	4686	5	0.23443
GPNMB	12	0.45368	0.5681	0.962192	11111	3	-0.028065	0.99043	0.98888	1.0	18495	0	-0.028065
CLRN1	12	0.45368	0.5681	0.962192	11112	3	0.25868	0.010233	0.021538	0.265103	1533	6	0.25868
NCSTN	12	0.45369	0.5681	0.962192	11113	2	0.13612	0.22585	0.377	0.903657	7813	3	0.13612
RASSF10	12	0.45369	0.5681	0.962192	11114	1	-0.058456	0.16752	0.30385	0.846031	6732	5	-0.058456
ASCL3	12	0.45375	0.5681	0.962192	11115	3	-0.19756	0.36735	0.55675	1.0	10417	2	-0.19756
C18orf63	12	0.45392	0.5681	0.962192	11116	3	-0.073544	0.58113	0.71855	1.0	13260	1	-0.073544
ASGR1	12	0.45401	0.5681	0.962192	11117	3	-0.14123	0.55014	0.69266	1.0	12809	1	-0.14123
C1orf21	12	0.45418	0.5681	0.962192	11118	2	-0.01668	0.26567	0.41848	0.930388	8497	4	-0.01668
KPNA4	12	0.4543	0.5681	0.962192	11119	2	-0.1439	0.94781	0.94431	1.0	17430	1	-0.1439
KISS1R	12	0.4543	0.5681	0.962192	11120	3	-0.066086	0.18097	0.31855	0.852039	7051	3	-0.066086
SP140L	12	0.45445	0.5681	0.962192	11121	3	-0.0011258	0.084415	0.17123	0.701802	4595	2	-0.0011258
HOXC10	12	0.45454	0.5681	0.962192	11122	3	-0.10669	0.50638	0.65454	1.0	12189	3	-0.10669
CALML4	12	0.4546	0.5681	0.962192	11123	2	0.01547	0.10408	0.20579	0.758181	5095	4	0.01547
RIMKLA	12	0.45473	0.56878	0.962192	11124	3	0.28287	0.12957	0.23943	0.787057	5741	5	0.28287
ANKH	12	0.4548	0.56878	0.962192	11125	2	-0.11638	0.63274	0.7747	1.0	14031	3	-0.11638
CDKN1A	12	0.4548	0.56878	0.962192	11126	2	0.43786	0.0021187	0.0041801	0.112087	705	6	0.43786
UCMA	12	0.45489	0.56878	0.962192	11127	3	-0.0074322	0.35567	0.54649	1.0	10181	4	-0.0074322
HIST1H3E	12	0.45496	0.56878	0.962192	11128	3	-0.11585	0.026119	0.047423	0.357819	2497	4	-0.11585
GLOD4	12	0.45498	0.56878	0.962192	11129	3	-0.022834	0.30265	0.47705	0.977999	9154	4	-0.022834
RFT1	12	0.45498	0.56878	0.962192	11130	3	-0.015829	0.50987	0.65606	1.0	12238	3	-0.015829
TNIP2	12	0.45513	0.56948	0.962192	11131	2	0.059239	0.62939	0.76974	1.0	13985	3	0.059239
FAM122C	12	0.45519	0.56948	0.962192	11132	2	0.10631	0.2202	0.37216	0.903657	7714	3	0.10631
POLH	12	0.45525	0.56948	0.962192	11133	1	0.11242	0.025144	0.046166	0.357743	2440	4	0.11242
SCAP	12	0.45527	0.56948	0.962192	11134	3	0.031689	0.00029562	0.00060695	0.038949	295	4	0.031689
UXT	12	0.45532	0.56948	0.962192	11135	3	0.15235	0.19992	0.33673	0.863182	7364	4	0.15235
UBQLNL	12	0.4554	0.56948	0.962192	11136	3	-0.094675	0.31653	0.48992	0.980654	9413	3	-0.094675
CENPN	12	0.45547	0.56948	0.962192	11137	3	-0.13469	0.93325	0.93766	1.0	17228	1	-0.13469
KLK11	12	0.45553	0.56948	0.962192	11138	2	-0.045736	0.90151	0.92321	1.0	16937	1	-0.045736
WNT6	12	0.45553	0.56948	0.962192	11139	3	0.20169	0.002514	0.005122	0.125603	772	5	0.20169
NAGK	12	0.4556	0.56982	0.962192	11140	3	0.075684	0.26478	0.41824	0.930281	8484	3	0.075684
SLC25A39	12	0.4556	0.57017	0.962192	11141	1	0.13267	0.17941	0.31725	0.852039	7013	4	0.13267
MINOS1-NBL1	12	0.4556	0.57017	0.962192	11142	3	-0.15075	0.15044	0.27896	0.835181	6288	4	-0.15075
ZFP30	12	0.45566	0.57017	0.962192	11143	3	0.045036	0.70383	0.80718	1.0	14674	2	0.045036
FGFBP2	12	0.45577	0.57017	0.962192	11144	3	0.031652	0.29986	0.47212	0.976933	9092	4	0.031652
PDS5A	12	0.45586	0.57017	0.962192	11145	3	-0.033896	0.56736	0.70783	1.0	13053	3	-0.033896
ATP5C1	6	0.45592	0.50592	0.929549	11146	1	0.22246	0.17525	0.28371	0.839566	6931	3	0.22246
RHOD	12	0.45604	0.57017	0.962192	11147	3	-0.13217	0.15437	0.28463	0.839566	6378	1	-0.13217
IBA57	12	0.45605	0.57017	0.962192	11148	3	-0.030223	0.23392	0.38361	0.908177	7946	4	-0.030223
RAPGEF2	12	0.45618	0.57017	0.962192	11149	3	-0.14938	0.20749	0.35098	0.882273	7507	3	-0.14938
TREM2	12	0.45618	0.57017	0.962192	11150	3	-0.12596	0.45323	0.61485	1.0	11532	2	-0.12596
PCDHGB7	10	0.45624	0.56402	0.960901	11151	1	0.11039	0.11703	0.21115	0.760104	5428	4	0.11039
RPL10L	12	0.45626	0.57017	0.962192	11152	3	-0.11899	0.0013858	0.0026922	0.088962	570	3	-0.11899
MTSS1L	12	0.45626	0.57017	0.962192	11153	3	0.09833	0.58273	0.71894	1.0	13285	3	0.09833
FAM83H	12	0.45627	0.57017	0.962192	11154	2	0.045857	0.007964	0.017167	0.241632	1340	5	0.045857
USP46	12	0.45627	0.57017	0.962192	11155	2	0.088443	0.068881	0.14491	0.656625	4159	5	0.088443
LDHB	12	0.45633	0.57017	0.962192	11156	2	-0.096796	0.75197	0.83042	1.0	15194	2	-0.096796
RPS4Y2	12	0.45653	0.57017	0.962192	11157	2	-0.134	0.55648	0.70013	1.0	12893	2	-0.134
LIMA1	12	0.45655	0.57017	0.962192	11158	3	0.17861	0.009366	0.019802	0.254086	1468	5	0.17861
TTLL9	12	0.45668	0.57017	0.962192	11159	3	0.28001	0.015304	0.03147	0.312903	1900	7	0.28001
FNBP4	12	0.45676	0.57017	0.962192	11160	1	0.11072	0.54192	0.68618	1.0	12699	3	0.11072
PRB3	12	0.45681	0.57017	0.962192	11161	2	0.080473	0.073186	0.15273	0.670372	4276	4	0.080473
IL18R1	12	0.45687	0.57017	0.962192	11162	3	0.092667	0.0049712	0.010769	0.191784	1065	4	0.092667
PRODH	12	0.45687	0.57017	0.962192	11163	3	0.013708	0.16997	0.30608	0.846031	6801	2	0.013708
LIN54	12	0.45688	0.57017	0.962192	11164	2	0.096225	0.4814	0.63417	1.0	11866	3	0.096225
MGAT2	10	0.45713	0.56402	0.960901	11165	1	0.4591	0.0079738	0.015801	0.229422	1341	6	0.4591
ZNF711	12	0.45713	0.57017	0.962192	11166	2	0.055103	0.24508	0.39571	0.916335	8142	3	0.055103
MOB2	12	0.45715	0.57017	0.962192	11167	1	-0.051721	0.78317	0.84753	1.0	15571	2	-0.051721
MT1H	12	0.45715	0.57017	0.962192	11168	2	0.31886	0.0010578	0.0019657	0.073905	502	7	0.31886
CDCP2	12	0.45726	0.57017	0.962192	11169	3	0.030664	0.54613	0.69013	1.0	12751	2	0.030664
BTBD10	12	0.45728	0.57017	0.962192	11170	3	-0.057527	0.83602	0.88958	1.0	16295	1	-0.057527
IQGAP1	12	0.45737	0.57017	0.962192	11171	3	0.51552	0.0041177	0.009169	0.179689	966	7	0.51552
ZNF418	12	0.45741	0.57017	0.962192	11172	3	0.1079	0.16341	0.30001	0.846031	6610	5	0.1079
KATNBL1	11	0.45746	0.57008	0.962192	11173	3	-0.19562	0.18069	0.30238	0.846031	7045	3	-0.19562
SERINC5	11	0.45746	0.57008	0.962192	11174	3	-0.034226	0.40316	0.56152	1.0	10876	3	-0.034226
OR2G3	12	0.45752	0.57017	0.962192	11175	3	-0.11922	0.89863	0.92114	1.0	16909	1	-0.11922
GLRX	12	0.45752	0.57017	0.962192	11176	3	0.25161	0.002209	0.0043381	0.113916	720	6	0.25161
LRRC8D	12	0.45756	0.57017	0.962192	11177	2	-0.14774	0.058731	0.12279	0.602014	3825	4	-0.14774
KCNG4	12	0.45763	0.57017	0.962192	11178	3	-0.13573	0.2758	0.43656	0.949611	8666	3	-0.13573
POP7	12	0.45811	0.57017	0.962192	11179	3	0.23029	0.044947	0.083129	0.483329	3257	5	0.23029
BRICD5	12	0.45824	0.57017	0.962192	11180	3	0.046872	0.37303	0.56276	1.0	10519	3	0.046872
GLDN	12	0.45824	0.57017	0.962192	11181	2	0.18566	0.032351	0.058331	0.402428	2743	3	0.18566
TCL1A	12	0.45833	0.57017	0.962192	11182	3	-0.019338	0.52463	0.66929	1.0	12464	2	-0.019338
UBE2T	12	0.45839	0.57017	0.962192	11183	3	0.20919	0.055497	0.11042	0.565126	3693	4	0.20919
ADIRF	12	0.45847	0.57017	0.962192	11184	1	0.17121	0.058752	0.123	0.602014	3826	4	0.17121
FGD3	12	0.45864	0.57017	0.962192	11185	3	-0.014928	0.1664	0.30288	0.846031	6698	4	-0.014928
COPS2	12	0.45865	0.57017	0.962192	11186	3	-0.091305	0.75816	0.83437	1.0	15260	2	-0.091305
ATP6V1E2	12	0.45874	0.57017	0.962192	11187	3	0.31435	0.051426	0.10235	0.549031	3515	6	0.31435
TNFSF14	12	0.45874	0.57017	0.962192	11188	3	0.226	0.035198	0.062446	0.412478	2866	6	0.226
AGAP3	11	0.45882	0.5713	0.963439	11189	3	0.041568	0.5979	0.73511	1.0	13511	2	0.041568
CALD1	12	0.45892	0.57202	0.963439	11190	1	0.37163	0.02134	0.041488	0.349849	2244	6	0.37163
PAXBP1	12	0.45899	0.57202	0.963439	11191	3	0.053996	0.35229	0.53885	1.0	10118	4	0.053996
APOBEC2	12	0.45912	0.57202	0.963439	11192	3	0.35256	0.0078176	0.016551	0.23558	1323	7	0.35256
MOGAT2	12	0.45921	0.57202	0.963439	11193	2	-0.043377	0.50917	0.65552	1.0	12227	1	-0.043377
PRPF8	12	0.45924	0.57202	0.963439	11194	3	0.039879	0.012223	0.02663	0.299901	1669	4	0.039879
OR4F6	12	0.45931	0.57202	0.963439	11195	2	0.0022535	0.42639	0.59615	1.0	11159	3	0.0022535
TRIP6	12	0.45937	0.57202	0.963439	11196	3	0.0074545	0.8102	0.8696	1.0	15906	2	0.0074545
CD209	12	0.45946	0.57202	0.963439	11197	3	-0.060917	0.28325	0.44458	0.953048	8791	3	-0.060917
GCLC	12	0.45949	0.57202	0.963439	11198	1	-0.0092869	0.10662	0.20805	0.758181	5151	4	-0.0092869
KLHL40	12	0.45958	0.57202	0.963439	11199	3	-0.028756	0.27877	0.44141	0.953048	8723	4	-0.028756
GGNBP2	12	0.45975	0.57202	0.963439	11200	2	0.053506	0.51154	0.65767	1.0	12260	3	0.053506
C2orf78	12	0.45989	0.57202	0.963439	11201	3	-0.076404	0.0060842	0.013166	0.211778	1172	3	-0.076404
DNAH2	12	0.45989	0.57202	0.963439	11202	3	-0.13943	0.70931	0.80807	1.0	14730	2	-0.13943
AGAP2	12	0.45993	0.57202	0.963439	11203	3	0.25148	0.10123	0.19605	0.736978	5020	5	0.25148
FOXM1	12	0.45998	0.57202	0.963439	11204	3	0.4211	0.0016121	0.0031383	0.098526	602	6	0.4211
SLC5A4	12	0.46001	0.57202	0.963439	11205	2	0.028064	0.21513	0.36658	0.903657	7636	4	0.028064
BDKRB1	12	0.4601	0.57202	0.963439	11206	3	0.21555	0.0094804	0.019918	0.254086	1480	6	0.21555
TLR2	12	0.46012	0.57202	0.963439	11207	2	-0.097537	0.56865	0.70927	1.0	13072	3	-0.097537
SRXN1	12	0.46021	0.57202	0.963439	11208	3	0.022513	0.20127	0.34057	0.867638	7402	3	0.022513
SV2A	12	0.46045	0.57233	0.963439	11209	2	0.27905	0.056164	0.11162	0.566031	3720	6	0.27905
P2RY10	12	0.46052	0.57264	0.963439	11210	3	0.094343	0.613	0.75248	1.0	13735	3	0.094343
SLC34A2	12	0.46072	0.57264	0.963439	11211	3	-0.16715	0.40545	0.58781	1.0	10897	2	-0.16715
DEFB107A	8	0.46081	0.52828	0.94029	11212	2	0.10351	0.22149	0.34735	0.874892	7734	2	0.10351
MTHFD1	12	0.46087	0.57264	0.963439	11213	3	0.087952	0.28308	0.44458	0.953048	8788	3	0.087952
ZNF257	12	0.46092	0.57264	0.963439	11214	2	0.092217	0.8824	0.91473	1.0	16779	1	0.092217
IL22RA2	12	0.46113	0.57397	0.963439	11215	3	-0.1092	0.70961	0.80807	1.0	14733	1	-0.1092
IFT80	12	0.46113	0.57397	0.963439	11216	3	-0.21407	0.96681	0.96167	1.0	17783	1	-0.21407
HSP90B1	12	0.46121	0.57397	0.963439	11217	3	-0.032996	0.7718	0.84154	1.0	15426	2	-0.032996
LEF1	12	0.46124	0.57397	0.963439	11218	3	-0.031663	0.73602	0.82326	1.0	14999	2	-0.031663
CSTF2T	12	0.46132	0.57397	0.963439	11219	3	-0.033625	0.76678	0.83986	1.0	15356	2	-0.033625
MT1X	12	0.46146	0.57397	0.963439	11220	3	-0.18158	0.007551	0.015851	0.229422	1301	3	-0.18158
WRAP73	12	0.46153	0.57397	0.963439	11221	3	0.22023	0.20822	0.35633	0.892957	7521	4	0.22023
TMEM116	12	0.46161	0.57397	0.963439	11222	2	0.14483	0.053785	0.10619	0.553481	3618	4	0.14483
FAM47A	6	0.46164	0.50961	0.929549	11223	1	0.025838	0.88089	0.86842	1.0	16764	0	0.025838
ARHGEF7	12	0.4617	0.57397	0.963439	11224	3	-0.17042	0.97147	0.96648	1.0	17902	1	-0.17042
APBB2	12	0.4617	0.57397	0.963439	11225	3	-0.12078	0.0082401	0.017639	0.245173	1359	4	-0.12078
MSRB2	12	0.46191	0.57397	0.963439	11226	3	0.060326	0.30431	0.47745	0.977999	9183	3	0.060326
RNF44	12	0.46192	0.57397	0.963439	11227	3	0.38339	0.0091404	0.019272	0.252846	1440	7	0.38339
RHEB	12	0.46215	0.57524	0.963439	11228	2	0.037507	0.62323	0.76413	1.0	13890	3	0.037507
IQCH	8	0.46221	0.5312	0.942516	11229	2	-0.045554	0.1366	0.23376	0.780954	5916	3	-0.045554
PLAT	12	0.46223	0.57524	0.963439	11230	2	0.25634	0.027467	0.049443	0.365489	2556	6	0.25634
VEGFC	12	0.46224	0.57524	0.963439	11231	2	0.10488	0.086425	0.1759	0.714595	4643	5	0.10488
PEX5	12	0.46227	0.57524	0.963439	11232	3	-0.084516	0.3702	0.55968	1.0	10476	3	-0.084516
OR4D9	12	0.46236	0.57524	0.963439	11233	3	0.059946	0.049565	0.097703	0.536897	3441	4	0.059946
SLC7A8	12	0.46254	0.57524	0.963439	11234	3	-0.11435	0.18633	0.32529	0.85489	7150	3	-0.11435
FERD3L	12	0.46256	0.57524	0.963439	11235	2	-0.22114	0.96135	0.95572	1.0	17654	1	-0.22114
MCCC2	12	0.46265	0.57524	0.963439	11236	3	-0.19293	0.75824	0.83437	1.0	15263	2	-0.19293
TEK	12	0.46271	0.57524	0.963439	11237	3	-0.14216	0.50353	0.65167	1.0	12155	2	-0.14216
ZC3H12D	12	0.46271	0.57524	0.963439	11238	2	-0.20916	0.99164	0.991	1.0	18520	0	-0.20916
SAMD9L	12	0.46276	0.57524	0.963439	11239	2	-0.19811	0.50496	0.6521	1.0	12169	3	-0.19811
SYT17	12	0.46292	0.57524	0.963439	11240	3	-0.11699	0.84383	0.89465	1.0	16401	1	-0.11699
PCYT2	12	0.46315	0.57524	0.963439	11241	1	0.11601	0.0090546	0.019149	0.251918	1432	5	0.11601
RPL23	12	0.46317	0.57524	0.963439	11242	3	-0.034782	0.30988	0.48396	0.980088	9292	4	-0.034782
MMP19	12	0.46321	0.57524	0.963439	11243	3	-0.079477	0.53652	0.68209	1.0	12620	3	-0.079477
DDRGK1	12	0.4633	0.57524	0.963439	11244	3	-0.014665	0.062831	0.13272	0.626198	3993	4	-0.014665
FNDC10	12	0.46331	0.57524	0.963439	11245	1	0.050204	0.36813	0.55783	1.0	10434	2	0.050204
PROK2	12	0.46359	0.57524	0.963439	11246	3	0.05428	0.020375	0.039707	0.340792	2190	4	0.05428
GNRH2	12	0.46372	0.57524	0.963439	11247	3	-0.071484	0.25601	0.40778	0.922046	8338	4	-0.071484
ADK	12	0.46387	0.57524	0.963439	11248	3	0.13615	0.80544	0.86673	1.0	15857	2	0.13615
LPGAT1	12	0.464	0.57524	0.963439	11249	3	-0.1145	0.28413	0.44458	0.953048	8802	3	-0.1145
SRCIN1	12	0.464	0.57524	0.963439	11250	3	-0.045644	0.77767	0.84453	1.0	15505	2	-0.045644
NR1D2	12	0.464	0.57524	0.963439	11251	3	0.14823	0.4358	0.60019	1.0	11302	3	0.14823
STAG1	12	0.46401	0.57524	0.963439	11252	3	-0.12389	0.97753	0.97537	1.0	18082	0	-0.12389
TRAPPC6B	12	0.4641	0.57524	0.963439	11253	1	0.19982	0.065674	0.13547	0.628749	4070	5	0.19982
RBM11	12	0.46415	0.57524	0.963439	11254	3	0.15594	0.0058886	0.012598	0.207023	1151	5	0.15594
SLC33A1	12	0.46443	0.57524	0.963439	11255	2	0.30067	0.011257	0.024112	0.282819	1605	7	0.30067
DCAF8	12	0.46459	0.57524	0.963439	11256	3	-0.043578	0.47216	0.62809	1.0	11757	3	-0.043578
TLL1	12	0.46465	0.57524	0.963439	11257	3	-0.13568	0.4724	0.62809	1.0	11761	2	-0.13568
FAM69C	12	0.46465	0.57524	0.963439	11258	2	0.10481	0.66372	0.7884	1.0	14294	2	0.10481
MSH3	12	0.46475	0.57524	0.963439	11259	3	-0.041808	0.80816	0.86917	1.0	15885	2	-0.041808
AP2S1	12	0.46475	0.57524	0.963439	11260	3	0.044744	0.11783	0.22117	0.767142	5446	5	0.044744
TFR2	12	0.46487	0.57524	0.963439	11261	1	0.21854	0.092444	0.18593	0.734828	4779	5	0.21854
TECPR1	12	0.465	0.57524	0.963439	11262	2	0.027049	0.041072	0.075518	0.458218	3115	5	0.027049
